Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,adr,gps,lat,long,dep
201300037479,13,4,19,750,1,2,2,1,3,024,"0, VALLAN (ROUTE DE) N?",M,4778657,0356604,890
201300037480,13,5,7,2335,5,2,2,1,1,024,BOURNEIL (RUE DE) N? PAI,M,4778733,0356654,890
201300037481,13,6,1,1700,1,2,1,1,2,024,R.N.6,M,4781967,0357265,890
201300037482,13,6,15,420,5,2,1,1,1,024,CHABLIS (ROUTE DE),M,4779050,0360511,890
201300037483,13,7,13,1220,1,2,1,1,6,024,"11, BRAZZA (RUE DE)",,,,890
201300037484,13,7,13,1520,1,2,1,1,6,024,"33, JEAN MERMOZ AVENUE",M,4780786,0358383,890
201300037485,13,9,24,1550,1,2,3,1,3,024,LOUIS RICHARD (RUE),M,4779083,0357305,890
201300037486,13,11,6,635,3,1,1,2,1,024,R.N 77,M,4783563,0359417,890
201300037487,13,11,8,1935,5,2,5,1,1,024,"0, JEAN JAURES (AVENUE)",M,4779990,0358074,890
201300037488,13,11,9,1828,5,2,1,2,6,024,"26, VERDUN (BOULEVARD DE",,,,890
201300037489,13,12,21,1425,1,2,1,1,6,024,"7, DOCTEUR SCHWEITZER (R",M,4779231,0359064,890
201300037490,13,1,10,1120,1,2,1,3,6,387,Rue du GENERAL LECLERC,M,4820059,0328227,890
201300037491,13,1,12,2145,5,2,1,1,6,387,Av de la MARNE,M,4819810,0330686,890
201300037492,13,2,10,1100,1,2,1,1,6,387,Rue du GENERAL DE GAULLE,M,4819295,0328381,890
201300037493,13,3,5,1650,1,2,1,1,6,387,CHESTER (ROND POINT),M,4820834,0327671,890
201300037494,13,3,19,1620,1,2,1,1,6,387,"0, VERDUN (BOULEVARD DE)",,,,890
201300037495,13,4,14,1645,1,2,1,1,6,387,"52, Bd du 14 JUILLET",M,4819650,0328984,890
201300037496,13,4,28,50,5,2,1,1,1,342,RUE DES LADRES,M,4822796,0326742,890
201300037497,13,5,31,2005,1,2,1,1,1,287,"0, SAINT MEDARD (RUE)",M,4819145,0325643,890
201300037498,13,7,22,715,1,1,1,1,2,387,D606,,,,890
201300037499,13,7,27,1635,1,2,1,1,6,387,"14, MAUPEOU (BOULEVARD)",,,,890
201300037500,13,7,27,1905,1,2,1,1,6,387,"29, JOSSEY (RUE)",,,,890
201300037501,13,9,3,1745,1,2,2,1,3,342,"0, PIERRE RENARD (RUE)",M,4822953,0326710,890
201300037502,13,8,21,1445,1,2,1,1,3,387,"0, CHESTER (ROND POINT)",M,4820830,0327678,890
201300037503,13,9,11,1615,1,1,1,1,6,387,"0, D606",,,,890
201300037504,13,9,25,1645,1,2,3,1,6,387,"0, GENERAL LECLERC (RUE",M,4820494,0327793,890
201300037505,13,9,28,2053,5,2,1,1,6,387,"0, DOCTEUR JEAN DE LA RE",M,4820384,0329932,890
201300037506,13,10,6,2125,5,2,2,1,3,387,"0, SAINT PIERRE LE VIF (",,,,890
201300037507,13,10,15,955,1,2,1,2,1,387,"0, BOUTOURS (CHEMIN DES)",,,,890
201300037508,13,10,29,1420,1,2,2,1,2,338,"9, REPUBLIQUE (RUE DE LA",,,,890
201300037509,13,11,13,2110,5,2,1,1,6,338,"16, GENERAL LECLERC (RUE",,,,890
201300037510,13,12,2,1215,1,2,1,1,3,387,"0, ARISTIDE BRIAND (BOUL",M,4820529,0328110,890
201300037511,13,12,4,1130,1,2,1,1,7,387,"0, VOULX (ROUTE DE)",M,4819723,0326536,890
201300037512,13,12,6,2230,5,2,1,1,6,387,"18, GRANDE JOLIVOTTE (RU",M,4818902,0328989,890
201300037513,13,1,1,230,5,2,1,1,2,010,FRANCE BOULEVARD ANATOLE,,,,900
201300037514,13,1,1,2230,5,2,2,1,3,010,KENNEDY (BOULEVARD),,,,900
201300037515,13,1,10,1745,5,2,2,4,3,010,VERLAINE (RUE PAUL),,,,900
201300037516,13,1,11,2147,3,2,1,2,6,039,"01, DE GAULLE (RUE DU GE",,,,900
201300037517,13,1,12,1119,1,2,2,1,6,010,LUXEMBOURG (RUE DE),,,,900
201300037518,13,1,12,1350,1,2,1,1,4,008,GRAND'RUE,,,,900
201300037519,13,1,12,1800,2,2,1,9,3,039,"26, DE GAULLE (RUE DU GE",,,,900
201300037520,13,1,13,1237,2,2,2,1,3,010,"2, MOLIERE (RUE)",,,,900
201300037521,13,1,15,830,1,2,1,4,2,010,"3, MONTBELIARD (FAUBOURG",,,,900
201300037522,13,1,15,915,1,2,1,4,2,010,VAUBAN (QUAI),,,,900
201300037523,13,1,17,1350,1,2,1,1,4,099,CARNOT (RUE),,,,900
201300037524,13,1,19,1708,3,2,1,4,2,001,"1, MONTBELIARD (ROUTE DE",,,,900
201300037525,13,1,27,1320,1,2,2,8,3,010,KENNEDY (BOULEVARD),,,,900
201300037526,13,1,28,815,1,2,1,9,6,075,"2, ETANG (RUE DE L')",,,,900
201300037527,13,1,28,1115,1,2,1,1,2,010,KENNEDY (BOULEVARD),,,,900
201300037528,13,1,31,1120,1,2,1,1,6,099,ZOLA (RUE EMILE),,,,900
201300037529,13,2,2,1818,5,2,1,2,6,099,"10, TURENNE (RUE DE)",,,,900
201300037530,13,2,5,1628,1,2,1,4,4,099,TURENNE (RUE DE),,,,900
201300037531,13,2,6,1227,1,1,1,4,1,029,R.D.16,,,,900
201300037532,13,2,9,1916,5,2,1,1,3,010,KENNEDY (BOULEVARD),,,,900
201300037533,13,2,12,1100,1,1,1,4,6,076,CD419,,,,900
201300037534,13,2,17,830,1,2,3,1,1,010,ALTKIRCH (AVENUE),,,,900
201300037535,13,2,19,700,2,2,3,1,6,099,VIEIL ARMAND (RUE DU),,,,900
201300037536,13,2,19,1845,5,2,1,1,1,010,DEFERRE (RUE GASTON),,,,900
201300037537,13,2,21,1130,1,2,1,1,7,010,"2, STOCKHOLM (RUE DE)",,,,900
201300037538,13,2,23,1438,1,2,1,1,6,010,KENNEDY (BOULEVARD),,,,900
201300037539,13,2,24,1753,2,2,3,1,3,008,GRAND'RUE,,,,900
201300037540,13,2,27,1627,1,2,1,1,2,032,CHARMEUSE (RUE DE LA),,,,900
201300037541,13,3,6,1650,1,2,1,1,2,010,LAURENCIE (AVENUE CAPITA,,,,900
201300037542,13,3,10,1355,1,2,1,1,3,010,LAURENCIE (AVENUE CAPITA,,,,900
201300037543,13,3,20,2150,4,2,1,1,6,010,KENNEDY (BOULEVARD),,,,900
201300037544,13,3,23,1740,1,2,1,1,2,076,GRAND'RUE,,,,900
201300037545,13,3,29,1355,1,2,2,1,3,010,KENNEDY (BOULEVARD),,,,900
201300037546,13,3,29,1535,1,2,1,2,6,032,DE GAULLE (RUE DU GENERA,,,,900
201300037547,13,4,5,1710,1,2,1,1,6,010,"2, ANCETRES (FAUBOURG DE",,,,900
201300037548,13,4,10,1225,1,1,1,1,3,039,"2, DE GAULLE (RUE DU GEN",,,,900
201300037549,13,4,12,1445,1,2,1,2,2,039,"42, DE GAULLE (RUE DU GE",,,,900
201300037550,13,4,13,240,5,2,1,1,7,010,FRANCE BOULEVARD ANATOLE,,,,900
201300037551,13,4,13,1415,1,2,1,1,2,008,BELFORT (RUE DE),,,,900
201300037552,13,4,15,758,1,2,7,1,3,010,TROIS CHENES (AVENUE DES,,,,900
201300037553,13,4,15,929,1,2,9,1,6,010,RICHELIEU (PONT),,,,900
201300037554,13,4,18,2205,5,2,1,1,6,099,BLUMBERG (RUE),,,,900
201300037555,13,4,22,1846,1,2,1,1,6,010,LAURENCIE (AVENUE CAPITA,,,,900
201300037556,13,4,23,1735,1,2,1,1,3,010,"1, DUNANT (BOULEVARD HEN",,,,900
201300037557,13,4,25,1820,1,2,2,1,3,010,MUSSET (RUE ALFRED DE),,,,900
201300037558,13,4,30,1750,1,2,3,1,2,099,DE GAULLE (RUE DU GENERA,,,,900
201300037559,13,4,30,1854,1,2,1,1,3,010,JAURES (AVENUE JEAN) DE,,,,900
201300037560,13,5,1,1533,1,2,1,1,6,010,EINSTEIN (RUE),,,,900
201300037561,13,5,2,715,1,2,1,1,7,010,DUBAIL (BOULEVARD),,,,900
201300037562,13,5,2,1325,1,2,1,1,3,010,"2, MANSARD (RUE)",,,,900
201300037563,13,5,2,1825,1,1,1,2,7,008,LIBERATION (RUE DE LA),,,,900
201300037564,13,5,3,1529,1,2,1,2,6,010,"153, JAURES (AVENUE JEAN",,,,900
201300037565,13,5,5,220,5,1,1,1,7,075,ELOIE (RUE D'),,,,900
201300037566,13,5,8,1633,1,2,1,1,7,099,"8, TURENNE (RUE DE)",,,,900
201300037567,13,5,9,1910,1,2,1,1,7,032,VINGT ET UN NOVEMBRE (RU,,,,900
201300037568,13,5,13,1520,1,2,9,1,2,099,TURENNE (RUE DE),,,,900
201300037569,13,5,14,906,1,2,3,1,3,010,"1, OLYMPE DE GOUGES (RUE",,,,900
201300037570,13,5,14,2145,5,2,3,1,1,010,BONNEFF (RUE MARCEL),,,,900
201300037571,13,5,17,920,1,2,9,2,1,008,"1, BELFORT (RUE DE)",,,,900
201300037572,13,5,17,1536,1,2,1,1,6,099,"8, TURENNE (RUE DE)",,,,900
201300037573,13,5,18,1537,1,2,3,1,3,032,REPUBLIQUE (RUE DE LA),,,,900
201300037574,13,5,20,1400,1,2,1,2,7,008,"12, LIBERATION (RUE DE L",,,,900
201300037575,13,5,21,1225,1,2,1,1,7,010,RICHELIEU (PONT),,,,900
201300037576,13,5,27,1320,1,2,1,1,3,099,ZOLA (RUE EMILE),,,,900
201300037577,13,5,31,1915,1,2,2,2,3,010,FONTAINE (RUE JEAN DE LA,,,,900
201300037578,13,6,2,1940,2,2,1,1,7,008,BUC (RUE DE),,,,900
201300037579,13,6,3,1350,1,2,2,1,3,010,KENNEDY (BOULEVARD),,,,900
201300037580,13,6,6,1752,1,2,2,1,1,010,"2, CROIX DU TILLEUL (RUE",,,,900
201300037581,13,6,12,1534,1,2,1,1,3,010,KENNEDY (BOULEVARD),,,,900
201300037582,13,6,12,1600,1,2,1,1,6,010,"21, MULHOUSE (RUE DE)",,,,900
201300037583,13,6,13,1620,1,2,1,1,3,010,BUSSIERE (RUE),,,,900
201300037584,13,6,14,840,1,2,1,1,1,010,"121, JAURES (AVENUE JEAN",,,,900
201300037585,13,6,14,1120,1,2,1,1,2,099,"2, ZOLA (RUE EMILE)",,,,900
201300037586,13,6,15,2040,2,2,1,1,6,075,"14, COMMANDOS D'AFRIQUE",,,,900
201300037587,13,6,17,748,1,2,1,1,6,010,"7, VESOUL (RUE DE)",,,,900
201300037588,13,6,17,1106,1,2,1,1,6,010,"1, TURENNE (RUE DE)",,,,900
201300037589,13,6,17,1126,1,2,1,1,6,010,"10, MANSARD (RUE)",,,,900
201300037590,13,6,20,1034,1,2,1,1,3,010,"2, DE GAULLE (AVENUE DU",,,,900
201300037591,13,6,22,947,1,2,1,1,7,010,"113, JAURES (AVENUE JEAN",,,,900
201300037592,13,6,22,1855,2,2,1,1,7,010,ESPERANCE (CARREFOUR DE,,,,900
201300037593,13,6,25,1225,1,2,1,1,2,001,"22, MONTBELIARD (ROUTE D",,,,900
201300037594,13,6,28,2305,5,2,1,1,6,010,"6, DE GAULLE ET DE LA RE",,,,900
201300037595,13,6,29,1713,1,2,1,1,6,010,"2, ALTKIRCH (AVENUE)",,,,900
201300037596,13,7,3,1940,1,2,1,8,1,099,"3, GARE (RUE DE LA)",,,,900
201300037597,13,7,5,705,1,2,1,1,3,010,LYON (FAUBOURG DE),,,,900
201300037598,13,7,6,754,1,2,1,1,3,099,"9, CARNOT (RUE)",,,,900
201300037599,13,7,11,1900,1,2,4,1,6,029,COMMANDOS D'AFRIQUE (RUE,,,,900
201300037600,13,7,12,2225,5,2,1,1,5,010,"141, JAURES (AVENUE JEAN",,,,900
201300037601,13,7,13,640,1,2,1,1,6,075,BRIAND (RUE ARISTIDE),,,,900
201300037602,13,7,15,1220,1,2,2,1,3,032,"1, TROIS RESEAUX (RUE DE",,,,900
201300037603,13,7,15,1535,1,2,1,1,7,010,ALTKIRCH (AVENUE),,,,900
201300037604,13,7,15,1801,1,2,3,1,3,010,"12, USINES (AVENUE DES)",,,,900
201300037605,13,7,15,2000,1,2,1,2,6,010,"19, KENNEDY (BOULEVARD)",,,,900
201300037606,13,7,16,1420,1,1,2,1,3,010,ZAPOROJIE (RUE DE),,,,900
201300037607,13,7,22,1604,1,2,3,1,5,032,DE GAULLE (RUE DU GENERA,,,,900
201300037608,13,7,23,813,1,2,1,1,2,039,"1, DE GAULLE (RUE DU GEN",,,,900
201300037609,13,7,24,2020,1,2,1,1,2,039,PORT (RUE DU),,,,900
201300037610,13,7,25,1040,1,2,1,2,2,010,MONTBELIARD (FAUBOURG DE,,,,900
201300037611,13,7,27,1200,1,2,1,2,2,010,COPENHAGUE (RUE DE),,,,900
201300037612,13,8,1,2008,1,2,1,1,3,010,KENNEDY (BOULEVARD),,,,900
201300037613,13,8,4,1605,1,2,2,1,2,010,LAURENCIE (AVENUE CAPITA,,,,900
201300037614,13,8,4,1915,1,2,1,1,6,099,"1, MONCEAU (RUE DU)",,,,900
201300037615,13,8,12,2154,5,2,1,1,1,075,"8, BRIAND (RUE ARISTIDE)",,,,900
201300037616,13,8,13,750,1,2,1,1,4,010,ESPERANCE (CARREFOUR DE,,,,900
201300037617,13,8,25,445,2,2,1,1,2,032,CHARMEUSE (RUE DE LA),,,,900
201300037618,13,8,26,1630,1,1,2,1,2,032,"1, TROIS RESEAUX (RUE DE",,,,900
201300037619,13,8,30,1145,1,2,1,1,6,010,"16, MARSEILLAISE (RUE DE",,,,900
201300037620,13,9,5,1615,1,2,1,1,6,010,"5, STROLZ (RUE)",,,,900
201300037621,13,9,9,1720,1,2,1,1,6,010,"2, ELUARD (RUE PAUL)",,,,900
201300037622,13,9,6,755,1,1,1,1,3,010,"1, BESANCON (FAUBOURG DE",,,,900
201300037623,13,9,11,1705,1,2,1,2,1,010,bld kennedy,,,,900
201300037624,13,9,13,1357,1,2,1,1,2,010,KENNEDY (BOULEVARD),,,,900
201300037625,13,9,17,1330,1,2,1,2,7,010,"17, ALTKIRCH (AVENUE)",,,,900
201300037626,13,9,19,825,1,2,1,1,3,010,"1, SARRAIL (AVENUE)",,,,900
201300037627,13,9,19,1653,1,2,1,1,6,032,"2, ANDELNANS (RUE D')",,,,900
201300037628,13,9,19,1955,2,2,2,2,3,010,ALTKIRCH (AVENUE),,,,900
201300037629,13,9,20,1455,1,2,1,1,6,010,"24-26, MONTBELIARD (FAUB",,,,900
201300037630,13,9,22,1136,1,2,1,1,6,010,"32, LONDRES (RUE DE)",,,,900
201300037631,13,9,23,1619,1,2,1,1,2,008,"14, GRAND'RUE",,,,900
201300037632,13,9,25,1130,1,1,1,1,6,032,R.D.23,,,,900
201300037633,13,9,29,450,5,2,3,1,3,010,"16, JUIN (AVENUE DU MARE",,,,900
201300037634,13,9,30,1200,1,2,1,1,3,010,KENNEDY (BOULEVARD),,,,900
201300037635,13,10,3,1235,1,2,1,1,2,075,"1, BRIAND (RUE ARISTIDE)",,,,900
201300037636,13,10,7,727,2,2,3,1,3,010,"112, JAURES (AVENUE JEAN",,,,900
201300037637,13,10,9,1350,1,2,1,1,6,010,CHATEAU D'EAU (AVENUE DU,,,,900
201300037638,13,10,10,757,2,2,1,3,6,010,"12, HANOI (RUE D')",,,,900
201300037639,13,10,10,1439,1,2,3,1,1,010,"1, CARRIERES (RUE DES)",,,,900
201300037640,13,10,14,831,1,2,1,2,3,010,"2, MOULIN (AVENUE JEAN)",,,,900
201300037641,13,10,14,1710,1,2,1,1,6,010,LECLERC (AVENUE),,,,900
201300037642,13,10,20,1610,1,2,6,2,6,032,CHARMEUSE (RUE DE LA),,,,900
201300037643,13,10,31,1550,1,2,1,1,4,008,"40, GRAND'RUE",,,,900
201300037644,13,11,3,1445,1,2,1,2,2,010,"150, JAURES (AVENUE JEAN",,,,900
201300037645,13,11,7,1336,1,2,2,1,6,010,NOTRE DAME (IMPASSE),,,,900
201300037646,13,11,7,1825,5,2,1,1,7,029,"20, COMMANDOS D'AFRIQUE",,,,900
201300037647,13,11,8,1630,1,2,3,2,3,099,"1, ZOLA (RUE EMILE)",,,,900
201300037648,13,11,9,1810,5,2,6,1,3,039,"2, DE GAULLE (RUE DU GEN",,,,900
201300037649,13,11,13,1828,5,2,1,1,6,010,", MOULIN (AVENUE JEAN)",,,,900
201300037650,13,11,19,1740,5,2,1,3,6,010,"204, JAURES (AVENUE JEAN",,,,900
201300037651,13,11,19,1753,4,2,1,4,6,010,"1, QUAI (RUE DU)",,,,900
201300037652,13,11,27,1225,1,2,1,1,6,010,"12, AS DE CARREAU (RUE D",,,,900
201300037653,13,11,29,1835,5,2,1,1,6,010,"148, JAURES (AVENUE JEAN",,,,900
201300037654,13,12,2,2006,5,2,4,1,3,010,"18, VOLTAIRE (RUE )",,,,900
201300037655,13,12,4,740,1,1,1,9,7,032,"1, BOSMONT (RUE DU)",,,,900
201300037656,13,12,6,1830,4,2,1,1,6,039,"57, DE GAULLE (RUE DU GE",,,,900
201300037657,13,12,9,1200,1,2,1,1,6,010,BRAILLE (RUE),,,,900
201300037658,13,12,10,729,5,2,1,9,6,039,"56, DE GAULLE (RUE DU GE",,,,900
201300037659,13,12,12,1856,5,2,1,8,5,010,"1, BESANCON (FAUBOURG DE",,,,900
201300037660,13,12,13,1721,5,2,1,1,1,010,"2, CHOPIN (RUE)",,,,900
201300037661,13,12,18,1310,1,2,3,1,6,010,FRANCE BOULEVARD ANATOLE,,,,900
201300037662,13,12,25,345,5,2,1,2,3,099,"42, TURENNE (RUE DE)",,,,900
201300037663,13,12,26,1156,1,2,6,2,7,032,JACQUOT (RUE DU DOCTEUR),,,,900
201300037664,13,12,26,1958,5,2,1,1,4,010,"2, JUIN (AVENUE DU MAREC",,,,900
201300037665,13,12,27,1820,5,2,1,1,3,010,"2, TROIS CHENES (AVENUE",,,,900
201300037666,13,12,31,1655,2,2,1,1,3,010,"30, ANCETRES (FAUBOURG D",,,,900
201300037667,13,1,8,820,2,2,1,1,6,457,"17, PEUPLE LA LANCE  (RU",,,,910
201300037668,13,1,8,1900,5,2,1,1,4,339,RN 20,,,,910
201300037669,13,1,15,745,5,2,2,2,3,333,HUIT MAI 1945 (RUE DU),,,,910
201300037670,13,1,15,1825,5,2,1,1,6,103,MERMOZ JEAN (ALLEE),,,,910
201300037671,13,1,16,1105,1,2,1,1,2,021,LIMOURS (ROUTE DE),,,,910
201300037672,13,1,26,1755,2,2,1,1,2,339,RN 20,,,,910
201300037673,13,1,28,1100,1,2,6,1,3,021,DIVISION LECLERC (AVENUE,,,,910
201300037674,13,2,1,845,1,2,1,2,6,021,"11, CORNATON ABEL (BVD",,,,910
201300037675,13,2,7,830,1,2,1,1,3,339,RN 20,,,,910
201300037676,13,2,8,1040,1,2,1,1,6,021,"4, VOLTAIRE (BOULEVARD)",,,,910
201300037677,13,2,11,2000,3,2,1,1,3,103,CD 19,,,,910
201300037678,13,2,12,1455,1,2,1,1,6,103,REPUBLIQUE (BOULEVARD,,,,910
201300037679,13,2,15,1235,1,2,1,1,3,552,"6, CHEMINS GRANDS JARDIN",,,,910
201300037680,13,2,15,1145,1,2,1,1,2,425,MARCOUSSIS (ROUTE DE),,,,910
201300037681,13,2,22,1920,5,2,1,1,6,103,CAMUS ALBERT (RUE),,,,910
201300037682,13,3,5,1045,1,2,1,1,3,021,JAURES JEAN (BOULEVARD),,,,910
201300037683,13,3,7,1610,1,2,1,1,3,103,CD 19,,,,910
201300037684,13,3,16,1200,1,2,1,1,6,021,"78, GRANDE (RUE)",,,,910
201300037685,13,3,18,1115,1,2,1,1,2,339,"18, TABOR (CHEMIN DE)",,,,910
201300037686,13,3,18,1350,1,2,1,2,1,425,TEMPLIERS (ROUTE DES),,,,910
201300037687,13,3,21,1015,1,2,1,1,1,103,ZA DES DAUMONES,,,,910
201300037688,13,4,1,220,3,2,1,4,2,339,RN 20,,,,910
201300037689,13,4,5,1105,1,2,1,1,2,021,RN 20,,,,910
201300037690,13,4,5,940,1,2,1,1,2,339,RN 20,,,,910
201300037691,13,4,7,1200,1,2,1,1,2,347,MONTLHERY (ROUTE DE),,,,910
201300037692,13,4,9,2000,1,2,1,1,2,347,"01, MONTLHERY (ROUTE DE)",,,,910
201300037693,13,4,16,715,1,1,1,1,4,339,RN 20,,,,910
201300037694,13,4,18,1800,1,2,3,1,1,339,ROYAL (CHEMIN),,,,910
201300037695,13,4,23,920,1,2,1,1,3,347,MONTLHERY (ROUTE DE),,,,910
201300037696,13,4,24,1400,1,1,1,1,6,425,NATIONALE 20 (ROUTE),,,,910
201300037697,13,5,2,1200,1,2,1,1,6,021,"15, JAURES JEAN (BOULEVA",,,,910
201300037698,13,5,4,1500,1,2,1,1,1,425,"70, MARCOUSSIS (ROUTE DE",,,,910
201300037699,13,5,15,645,1,2,1,2,4,339,RN 20,,,,910
201300037700,13,5,18,1600,1,2,1,2,2,021,"22, HOCHE (AVENUE)",,,,910
201300037701,13,5,30,940,1,2,1,1,2,339,RN 20,,,,910
201300037702,13,5,31,2125,5,2,1,1,2,425,RN 20,,,,910
201300037703,13,6,1,1250,1,2,1,1,3,103,ORVES ESTIENNES (RUE D'),,,,910
201300037704,13,6,7,1225,1,2,1,1,3,339,DIVISION LECLERC (RUE DE,,,,910
201300037705,13,6,7,1615,1,2,1,1,2,425,TEMPLIERS (ROUTE DES),,,,910
201300037706,13,6,8,1800,1,2,1,1,6,339,"51, BOILOT GEORGES (AVEN",,,,910
201300037707,13,6,12,1125,1,2,1,2,3,103,DANAUX EDOUARD (RUE),,,,910
201300037708,13,6,13,1555,1,2,1,2,3,339,BOILOT GEORGES (AVENUE),,,,910
201300037709,13,6,17,1900,1,1,1,2,5,339,RN 20,,,,910
201300037710,13,6,26,710,1,2,3,1,3,103,LEUVILLE (RUE DE),,,,910
201300037711,13,6,28,1300,1,2,1,2,6,021,JAURES JEAN (BOULEVARD),,,,910
201300037712,13,7,4,1850,1,2,1,1,3,103,MAISON NEUVE (AVENUE DE,,,,910
201300037713,13,7,10,1025,1,1,1,1,3,347,RN 20,,,,910
201300037714,13,7,13,1200,1,1,1,1,6,339,RN 20,,,,910
201300037715,13,7,14,1800,1,1,1,1,3,339,"FACE AU 8, RN 20",,,,910
201300037716,13,7,20,1530,1,2,1,1,2,021,GRANDE (RUE),,,,910
201300037717,13,7,20,1630,1,2,1,1,4,021,DIVISION LECLERC (AVENUE,,,,910
201300037718,13,7,29,1800,1,2,1,1,2,552,LEUVILLE (ROUTE DE),,,,910
201300037719,13,8,6,1050,1,2,1,1,2,103,CD 19,,,,910
201300037720,13,8,8,1230,1,2,1,1,3,103,CD 19,,,,910
201300037721,13,9,3,1200,1,1,3,1,3,347,RN 20,,,,910
201300037722,13,9,5,1820,1,2,1,1,3,457,FERTE ALAIS (ROUTE DE LA,,,,910
201300037723,13,9,6,2125,5,2,1,9,6,103,ALLENDE SALVADOR (RUE),,,,910
201300037724,13,9,7,1830,1,2,1,1,3,103,"20, CAMUS ALBERT (RUE)",,,,910
201300037725,13,9,11,1920,1,1,1,1,4,425,"face au 49, RN 20",,,,910
201300037726,13,9,13,1145,1,2,6,2,3,103,DE GAULLE   (AVENUE DU G,,,,910
201300037727,13,9,14,1040,1,1,2,2,3,339,RN 20,,,,910
201300037728,13,9,14,1730,1,2,1,2,1,347,"06, LINAS (RUE DE)",,,,910
201300037729,13,9,15,1640,1,1,1,1,4,552,RN 20,,,,910
201300037730,13,9,23,1520,1,2,1,1,3,552,AULNAY (ROUTE D'),,,,910
201300037731,13,9,24,1435,1,2,1,1,5,425,N20,,,,910
201300037732,13,9,27,2015,5,2,1,1,1,021,"2 ter, EGLY (ROUTE D')",,,,910
201300037733,13,9,30,1720,1,2,1,1,6,103,"1, PINS (RUE DES)",,,,910
201300037734,13,10,2,2050,5,2,1,1,6,021,"8, GRANDE (RUE)",,,,910
201300037735,13,10,9,730,2,1,1,1,4,339,RN 20,,,,910
201300037736,13,10,11,945,1,2,1,1,4,425,TEMPLIERS (ROUTE DES),,,,910
201300037737,13,10,16,1710,1,1,1,3,2,339,RN 20,,,,910
201300037738,13,10,29,1240,1,2,1,1,3,103,CENTRE D'ESSAI EN VOL,,,,910
201300037739,13,10,31,1410,1,2,1,1,2,552,RN 20,,,,910
201300037740,13,11,2,1400,1,1,1,1,2,103,POITOU (RUE DU),,,,910
201300037741,13,11,6,1000,1,2,2,2,3,103,BREGUET LOUIS (RUE),,,,910
201300037742,13,11,12,910,1,1,1,2,3,347,RN 20,,,,910
201300037743,13,11,19,1305,1,1,9,1,5,339,RN 20,,,,910
201300037744,13,11,21,600,5,2,1,2,2,425,TEMPLIERS (ROUTE DES),,,,910
201300037745,13,11,23,1735,5,2,1,1,6,103,BRANLY EDOUARD (AVENUE),,,,910
201300037746,13,11,26,1745,3,2,1,1,3,457,FERTE ALAIS (ROUTE DE LA,,,,910
201300037747,13,11,26,1950,5,2,1,1,2,347,RN 20,,,,910
201300037748,13,12,2,1755,5,2,1,1,1,103,"4, COMMUNE DE PARIS (RUE",,,,910
201300037749,13,12,3,1410,1,2,1,1,6,552,"70 BIS, CORBEIL (ROUTE D",,,,910
201300037750,13,12,4,1245,1,2,1,1,3,103,"98, BABIN (RUE DU DOCTEU",,,,910
201300037751,13,12,6,900,1,2,1,1,3,347,MOULIN A VENT (IMPASSE D,,,,910
201300037752,13,12,20,2330,5,2,1,1,6,552,RN 20,,,,910
201300037753,13,1,24,1250,1,2,1,1,6,027,VAILLANT-COUTURIER (R,,,,910
201300037754,13,1,30,525,5,2,1,2,6,027,MORANGIS (AVENUE DE),,,,910
201300037755,13,2,15,100,5,2,1,1,2,027,MITTERAND (AVENUE FRANCO,,,,910
201300037756,13,3,4,2340,5,2,2,1,3,479,GAULLE (AVENUE DU GEN,,,,910
201300037757,13,3,7,1730,1,2,1,1,4,027,VAILLANT-COUTURIER (R,,,,910
201300037758,13,5,24,1200,1,2,1,2,4,027,"184, MITTERAND (AVENUE F",,,,910
201300037759,13,5,26,2057,1,2,2,1,3,027,BENARD (AVENUE JEAN-P,,,,910
201300037760,13,7,5,1635,1,2,1,1,3,027,DIX HUIT AVRIL (AVENUE D,,,,910
201300037761,13,7,15,1400,1,2,2,1,3,027,MITTERAND (AVENUE FRA,,,,910
201300037762,13,8,9,1600,1,1,1,1,3,027,MITTERAND (AVENUE FRANCO,,,,910
201300037763,13,8,30,925,1,1,2,1,6,027,BENARD (AVENUE JEAN-P,,,,910
201300037764,13,9,11,1240,1,2,1,1,6,479,VERDUN (AVENUE DE),,,,910
201300037765,13,7,25,1835,1,1,1,1,3,479,FONTAINEBLEAU (AV,,,,910
201300037766,13,10,4,940,1,2,2,1,3,027,BARBUSSE (RUE HENRI),,,,910
201300037767,13,10,17,840,1,2,1,8,4,027,MORANGIS (AVENUE DE),,,,910
201300037768,13,10,23,1620,1,2,7,1,2,479,BARBUSSE (PLACE HENRI),,,,910
201300037769,13,10,19,1720,1,2,1,1,3,027,MITTERAND (AVENUE FRANCO,,,,910
201300037770,13,11,7,2120,5,1,1,8,2,479,FONTAINEBLEAU (BOULEV,,,,910
201300037771,13,11,8,555,5,1,1,3,3,479,FONTAINEBLEAU (BOULEV,,,,910
201300037772,13,11,7,845,1,2,1,8,1,027,SEINE (QUAI DE),,,,910
201300037773,13,11,22,1835,5,2,1,1,6,027,FRUGIER (RUE JEAN-JACQUE,,,,910
201300037774,13,12,3,1950,5,2,2,1,5,027,MITTERAND (AVENUE FRA,,,,910
201300037775,13,12,5,1245,1,2,3,1,3,479,GAULLE (AVENUE DU GENERA,,,,910
201300037776,13,12,14,1500,1,2,1,1,3,027,MITTERAND (AVENUE FRANCO,,,,910
